CC_Category,account,account_mask,amount,card_mapped,category,date,excluded,name,note,override_applied,override_card,override_rate,override_reason,parent_category,recurring,status,tags,type,used_rate,effective_card,points_earned,best_cards,best_rate,optimal_points,missed_points,used_best_card
Gas,Freedom Unlimited,1093.0,30.0,Chase Freedom Unlimited,Car/Gas,2025-09-20,False,Subaru Park,,False,,,,Standard of Living,,posted,,regular,1.5,Chase Freedom Unlimited,45.0,Citi AAdvantage Platinum Select,2.0,60.0,15.0,False
Dining,Chase Sapphire,6143.0,44.92,Chase Sapphire Preferred,Restaurants & Bars,2025-09-20,False,Dd *mercato,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,134.76,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,134.76,0.0,True
Dining,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,16.0,Citi AAdvantage Platinum Select,Restaurants & Bars,2025-09-20,False,Amk Subaru Park Conc,,False,,,,Guilt Free Spending,,posted,,regular,2.0,Citi AAdvantage Platinum Select,32.0,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,48.0,16.0,False
Streaming,Chase Sapphire,6143.0,2.99,Chase Sapphire Preferred,Subscriptions,2025-09-19,False,Apple.com-bill,,True,Chase Sapphire Preferred,3.0,"Matched override: openai, chatgpt, netflix, spotify, apple.com-bill",Standard of Living,Apple Storage,posted,,regular,3.0,Chase Sapphire Preferred,8.97,Chase Sapphire Preferred,3.0,8.97,0.0,True
Dining,Chase Sapphire,6143.0,5.35,Chase Sapphire Preferred,Restaurants & Bars,2025-09-17,False,Schmear It - 12th St,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,16.05,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,16.05,0.0,True
Groceries,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,15.47,Citi AAdvantage Platinum Select,Groceries,2025-09-17,False,Acme,,False,,,,Standard of Living,,posted,,regular,1.0,Citi AAdvantage Platinum Select,15.47,Chase Freedom Unlimited,1.5,23.2,7.729999999999999,False
Dining,Chase Sapphire,6143.0,4.58,Chase Sapphire Preferred,Restaurants & Bars,2025-09-15,False,Dunkin' Donuts,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,13.74,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,13.74,0.0,True
Other,Chase Sapphire,6143.0,10.0,Chase Sapphire Preferred,Gifts,2025-09-15,False,Weis Markets,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,10.0,Chase Freedom Unlimited,1.5,15.0,5.0,False
Transit,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,34.98,Citi AAdvantage Platinum Select,Ubers/Septa,2025-09-15,False,Uber,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: septa, lyft, uber",Guilt Free Spending,,posted,,regular,1.0,Citi AAdvantage Platinum Select,34.98,Citi AAdvantage Platinum Select,2.0,69.96,34.98,True
Gas,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,30.98,Citi AAdvantage Platinum Select,Car/Gas,2025-09-15,False,Marathon,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: marathon, wawa, sunoco, shell, exxon, bp, costco gas",Standard of Living,,posted,,regular,2.0,Citi AAdvantage Platinum Select,61.96,Citi AAdvantage Platinum Select,2.0,61.96,0.0,True
Dining,Chase Sapphire,6143.0,19.74,Chase Sapphire Preferred,Restaurants & Bars,2025-09-14,False,Mcdonald's,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,59.22,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,59.22,0.0,True
Dining,Chase Sapphire,6143.0,18.9,Chase Sapphire Preferred,Restaurants & Bars,2025-09-14,False,The Shambles,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Sapphire Preferred,56.7,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,56.7,0.0,True
Other,Chase Sapphire,6143.0,8.0,Chase Sapphire Preferred,Shops,2025-09-14,False,Swa Inflight Wifi,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,8.0,Chase Freedom Unlimited,1.5,12.0,4.0,False
Other,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,15.45,Citi AAdvantage Platinum Select,Shops,2025-09-14,False,Canyon Trading Ii,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Citi AAdvantage Platinum Select,15.45,Chase Freedom Unlimited,1.5,23.17,7.720000000000002,False
Travel,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,35.0,Citi AAdvantage Platinum Select,Travel & Vacation,2025-09-14,True,Southwes Txname: Briglia-andrew Domenic Depart:09-14-2025 Den To Phl: Wn: Class:y : Stop:,,False,,,,,,posted,,regular,2.0,Citi AAdvantage Platinum Select,70.0,"Chase Sapphire Preferred, Citi AAdvantage Platinum Select",2.0,70.0,0.0,True
Dining,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,12.58,Citi AAdvantage Platinum Select,Restaurants & Bars,2025-09-14,False,The Frothy Cup Llc,,False,,,,Guilt Free Spending,,posted,,regular,2.0,Citi AAdvantage Platinum Select,25.16,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,37.74,12.580000000000002,False
Gas,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,24.99,Citi AAdvantage Platinum Select,Car/Gas,2025-09-14,False,Conoco,,False,,,,Standard of Living,,posted,,regular,2.0,Citi AAdvantage Platinum Select,49.98,Citi AAdvantage Platinum Select,2.0,49.98,0.0,True
Transit,Chase Sapphire,6143.0,31.91,Chase Sapphire Preferred,Ubers/Septa,2025-09-13,False,Uber,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: septa, lyft, uber",Guilt Free Spending,,posted,,regular,1.0,Chase Sapphire Preferred,31.91,Citi AAdvantage Platinum Select,2.0,63.82,31.91,False
Dining,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,18.33,Citi AAdvantage Platinum Select,Restaurants & Bars,2025-09-13,False,Cecilias,,False,,,,Guilt Free Spending,,posted,,regular,2.0,Citi AAdvantage Platinum Select,36.66,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,54.99,18.330000000000005,False
Dining,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,54.0,Citi AAdvantage Platinum Select,Restaurants & Bars,2025-09-13,False,Haywood Cafe,,True,Chase Sapphire Preferred,3.0,"Matched override: cafe, coffee, merck wp, sky high",Guilt Free Spending,,posted,,regular,2.0,Citi AAdvantage Platinum Select,108.0,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,162.0,54.0,False
Dining,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,29.85,Citi AAdvantage Platinum Select,Restaurants & Bars,2025-09-13,False,Rmu Retail Llc,,False,,,,Guilt Free Spending,,posted,,regular,2.0,Citi AAdvantage Platinum Select,59.7,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,89.55,29.849999999999994,False
Dining,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,20.0,Citi AAdvantage Platinum Select,Restaurants & Bars,2025-09-13,False,Cecilias,,False,,,,Guilt Free Spending,,posted,,regular,2.0,Citi AAdvantage Platinum Select,40.0,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,60.0,20.0,False
Dining,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,24.09,Citi AAdvantage Platinum Select,Restaurants & Bars,2025-09-13,False,The Golden Mill,,False,,,,Guilt Free Spending,,posted,,regular,2.0,Citi AAdvantage Platinum Select,48.18,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,72.27,24.089999999999996,False
Dining,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,20.0,Citi AAdvantage Platinum Select,Restaurants & Bars,2025-09-12,False,Breckenrid* Oktoberfes,,False,,,,Guilt Free Spending,,posted,,regular,2.0,Citi AAdvantage Platinum Select,40.0,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,60.0,20.0,False
Transit,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,46.43,Citi AAdvantage Platinum Select,Ubers/Septa,2025-09-12,False,Lyft,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: septa, lyft, uber",Guilt Free Spending,,posted,,regular,1.0,Citi AAdvantage Platinum Select,46.43,Citi AAdvantage Platinum Select,2.0,92.86,46.43,True
Dining,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,12.99,Citi AAdvantage Platinum Select,Restaurants & Bars,2025-09-12,False,Chick-fil-a,,False,,,,Guilt Free Spending,,posted,,regular,2.0,Citi AAdvantage Platinum Select,25.98,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,38.97,12.989999999999998,False
Gas,Chase Sapphire,6143.0,50.0,Chase Sapphire Preferred,Car/Gas,2025-09-11,False,Ptc Ez Pass Auto Re,,False,,,,Standard of Living,,posted,,regular,1.0,Chase Sapphire Preferred,50.0,Citi AAdvantage Platinum Select,2.0,100.0,50.0,False
Dining,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,5.25,Citi AAdvantage Platinum Select,Restaurants & Bars,2025-09-11,False,Habitat Restaurant,,False,,,,Guilt Free Spending,,posted,,regular,2.0,Citi AAdvantage Platinum Select,10.5,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,15.75,5.25,False
Other,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,57.2,Citi AAdvantage Platinum Select,Personal Care,2025-09-10,False,Barbers & Gents Ll,,False,,,,Standard of Living,,posted,,regular,1.0,Citi AAdvantage Platinum Select,57.2,Chase Freedom Unlimited,1.5,85.8,28.599999999999994,False
Dining,Freedom Unlimited,1093.0,2.65,Chase Freedom Unlimited,Restaurants & Bars,2025-09-09,False,Costco,,False,,,,Guilt Free Spending,,posted,,regular,3.0,Chase Freedom Unlimited,7.95,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,7.95,0.0,True
Groceries,Freedom Unlimited,1093.0,278.96,Chase Freedom Unlimited,Groceries,2025-09-09,False,Costco,,False,,,,Standard of Living,,posted,,regular,1.5,Chase Freedom Unlimited,418.44,Chase Freedom Unlimited,1.5,418.44,0.0,True
Dining,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,9.0,Citi AAdvantage Platinum Select,Restaurants & Bars,2025-09-09,False,Halal King Gyro,,False,,,,Guilt Free Spending,,posted,,regular,2.0,Citi AAdvantage Platinum Select,18.0,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,27.0,9.0,False
Groceries,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,2.79,Citi AAdvantage Platinum Select,Groceries,2025-09-08,False,Moms Of Center City,,False,,,,Standard of Living,,posted,,regular,1.0,Citi AAdvantage Platinum Select,2.79,Chase Freedom Unlimited,1.5,4.19,1.4000000000000004,False
Dining,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,10.04,Citi AAdvantage Platinum Select,Restaurants & Bars,2025-09-07,False,Sheetz,,False,,,,Guilt Free Spending,,posted,,regular,2.0,Citi AAdvantage Platinum Select,20.08,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,30.12,10.040000000000003,False
Dining,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,25.44,Citi AAdvantage Platinum Select,Restaurants & Bars,2025-09-07,False,Moes Sw Grill,,False,,,,Guilt Free Spending,,posted,,regular,2.0,Citi AAdvantage Platinum Select,50.88,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,76.32,25.43999999999999,False
Gas,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,41.83,Citi AAdvantage Platinum Select,Car/Gas,2025-09-06,False,Sheetz,,False,,,,Standard of Living,,posted,,regular,2.0,Citi AAdvantage Platinum Select,83.66,Citi AAdvantage Platinum Select,2.0,83.66,0.0,True
Dining,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,26.25,Citi AAdvantage Platinum Select,Restaurants & Bars,2025-09-06,False,Psu Creamery University Pk,,False,,,,Guilt Free Spending,,posted,,regular,2.0,Citi AAdvantage Platinum Select,52.5,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,78.75,26.25,False
Gas,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,3.45,Citi AAdvantage Platinum Select,Car/Gas,2025-09-05,False,State College Parkmobi,,False,,,,Standard of Living,,posted,,regular,2.0,Citi AAdvantage Platinum Select,6.9,Citi AAdvantage Platinum Select,2.0,6.9,0.0,True
Other,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,47.52,Citi AAdvantage Platinum Select,Shops,2025-09-05,False,Open House,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Citi AAdvantage Platinum Select,47.52,Chase Freedom Unlimited,1.5,71.28,23.759999999999998,False
Gas,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,28.25,Citi AAdvantage Platinum Select,Car/Gas,2025-09-05,False,Marathon,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: marathon, wawa, sunoco, shell, exxon, bp, costco gas",Standard of Living,,posted,,regular,2.0,Citi AAdvantage Platinum Select,56.5,Citi AAdvantage Platinum Select,2.0,56.5,0.0,True
Dining,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,42.0,Citi AAdvantage Platinum Select,Gifts,2025-09-05,False,Elixr Coffee,,True,Chase Sapphire Preferred,3.0,"Matched override: cafe, coffee, merck wp, sky high",Guilt Free Spending,,posted,,regular,2.0,Citi AAdvantage Platinum Select,84.0,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,126.0,42.0,False
Streaming,Freedom Flex,2429.0,19.07,Chase Freedom Flex,Subscriptions,2025-09-04,False,Netflix,,True,Chase Sapphire Preferred,3.0,"Matched override: openai, chatgpt, netflix, spotify, apple.com-bill",Standard of Living,Netflix,posted,,regular,1.0,Chase Freedom Flex,19.07,Chase Sapphire Preferred,3.0,57.21,38.14,False
Other,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,86.4,Citi AAdvantage Platinum Select,Gifts,2025-09-03,False,New Image Art & Framin,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Citi AAdvantage Platinum Select,86.4,Chase Freedom Unlimited,1.5,129.6,43.19999999999999,False
Streaming,Chase Sapphire,6143.0,95.0,Chase Sapphire Preferred,Subscriptions,2025-09-01,False,Annual Membership Fee,,False,,,,Standard of Living,Annual Membership Fee,posted,,regular,3.0,Chase Sapphire Preferred,285.0,Chase Sapphire Preferred,3.0,285.0,0.0,True
Dining,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,8.0,Citi AAdvantage Platinum Select,Restaurants & Bars,2025-09-01,False,Glf*theclubatshannonde,,False,,,,Guilt Free Spending,,posted,,regular,2.0,Citi AAdvantage Platinum Select,16.0,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,24.0,8.0,False
Other,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,102.52,Citi AAdvantage Platinum Select,Rent/Utilities,2025-09-01,False,Pecoenergyb,,False,,,,Standard of Living,,posted,,regular,1.0,Citi AAdvantage Platinum Select,102.52,Chase Freedom Unlimited,1.5,153.78,51.260000000000005,False
Groceries,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,78.73,Citi AAdvantage Platinum Select,Groceries,2025-09-01,False,Trader Joe's,,False,,,,Standard of Living,,posted,,regular,1.0,Citi AAdvantage Platinum Select,78.73,Chase Freedom Unlimited,1.5,118.1,39.36999999999999,False
Other,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,63.59,Citi AAdvantage Platinum Select,Shops,2025-09-01,False,Nintendo Ca,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Citi AAdvantage Platinum Select,63.59,Chase Freedom Unlimited,1.5,95.38,31.789999999999992,False
Other,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,0.29,Citi AAdvantage Platinum Select,Shops,2025-09-01,False,Gsuite Sportsd,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Citi AAdvantage Platinum Select,0.29,Chase Freedom Unlimited,1.5,0.43,0.14,False
Other,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,16.95,Citi AAdvantage Platinum Select,Shops,2025-09-01,False,Nintendo Ca,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Citi AAdvantage Platinum Select,16.95,Chase Freedom Unlimited,1.5,25.42,8.470000000000002,False
Groceries,Freedom Unlimited,1093.0,13.63,Chase Freedom Unlimited,Groceries,2025-08-31,False,Whole Foods,,False,,,,Standard of Living,,posted,,regular,1.5,Chase Freedom Unlimited,20.44,Chase Freedom Unlimited,1.5,20.44,0.0,True
Travel,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,302.12,Citi AAdvantage Platinum Select,Travel & Vacation,2025-08-31,True,Sixt Cg1bqmt8z,,False,,,,,,posted,,regular,2.0,Citi AAdvantage Platinum Select,604.24,"Chase Sapphire Preferred, Citi AAdvantage Platinum Select",2.0,604.24,0.0,True
Other,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,148.99,Citi AAdvantage Platinum Select,Shops,2025-08-31,False,Amazon.com,,True,Chase Freedom Unlimited,1.5,"Matched override: etsy, amazon, 1-800-flowers, offer:etsy, amazon mktpl",Guilt Free Spending,,posted,,regular,1.0,Citi AAdvantage Platinum Select,148.99,Chase Freedom Unlimited,1.5,223.48,74.48999999999998,False
Gas,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,39.68,Citi AAdvantage Platinum Select,Car/Gas,2025-08-30,False,Sunoco,,True,Citi AAdvantage Platinum Select,2.0,"Matched override: marathon, wawa, sunoco, shell, exxon, bp, costco gas",Standard of Living,,posted,,regular,2.0,Citi AAdvantage Platinum Select,79.36,Citi AAdvantage Platinum Select,2.0,79.36,0.0,True
Other,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,42.39,Citi AAdvantage Platinum Select,Gifts,2025-08-30,False,Giant Food,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Citi AAdvantage Platinum Select,42.39,Chase Freedom Unlimited,1.5,63.58,21.189999999999998,False
Dining,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,83.0,Citi AAdvantage Platinum Select,Restaurants & Bars,2025-08-30,False,Urban Saloon,,False,,,,Guilt Free Spending,,posted,,regular,2.0,Citi AAdvantage Platinum Select,166.0,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,249.0,83.0,False
Subscriptions,Freedom Unlimited,1093.0,87.97,Chase Freedom Unlimited,Subscriptions,2025-08-29,False,Youtube Tv,,True,Chase Freedom Unlimited,1.5,"Matched override: openai, chatgpt, adobe, youtube.tv, youtube premium, youtube tv, photolounge",Standard of Living,Youtube Tv,posted,,regular,1.5,Chase Freedom Unlimited,131.95,Chase Freedom Unlimited,1.5,131.95,0.0,True
Gas,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,410.64,Citi AAdvantage Platinum Select,Car/Gas,2025-08-29,False,Carshop Chester Spring Chester Sprin,,False,,,,Standard of Living,,posted,,regular,2.0,Citi AAdvantage Platinum Select,821.28,Citi AAdvantage Platinum Select,2.0,821.28,0.0,True
Gas,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,15.89,Citi AAdvantage Platinum Select,Car/Gas,2025-08-29,False,Pa0602 Luv Car Wash,,False,,,,Standard of Living,,posted,,regular,2.0,Citi AAdvantage Platinum Select,31.78,Citi AAdvantage Platinum Select,2.0,31.78,0.0,True
Dining,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,10.32,Citi AAdvantage Platinum Select,Restaurants & Bars,2025-08-29,False,Chick-fil-a,,False,,,,Guilt Free Spending,,posted,,regular,2.0,Citi AAdvantage Platinum Select,20.64,"Chase Sapphire Preferred, Chase Freedom Unlimited, Chase Freedom Flex",3.0,30.96,10.32,False
Other,Citi®/AAdvantage® Platinum Select® World Elite Mastercard®,9985.0,309.96,Citi AAdvantage Platinum Select,Recreation,2025-08-29,False,Glf*theclubatshannond,,False,,,,Guilt Free Spending,,posted,,regular,1.0,Citi AAdvantage Platinum Select,309.96,Chase Freedom Unlimited,1.5,464.94,154.98000000000002,False
